file_name,seed,hs_size,greedy_size,solve_time,iterations,reduction_time
cost_matrix_component_nr_381_size_132_cutoff_10.0.cm.dat,3484965215104850725,28,31,11.828399620999999,2303,10.954997071
cost_matrix_component_nr_481_size_118_cutoff_10.0.cm.dat,2001580329284263288,56,56,49.127693365,11421,46.108688979
cost_matrix_component_nr_1793_size_50_cutoff_10.0.cm.dat,6945428270262916654,26,26,0.634334163,1121,0.578491228
cost_matrix_component_nr_197_size_59_cutoff_10.0.cm.dat,13157920708641923658,29,29,1.358096555,1105,1.228702292
p8_2000.dat,17138146388049731980,4,4,16.82360761,1995,16.247056913
cost_matrix_component_nr_1202_size_102_cutoff_10.0.cm.dat,7255224033958194964,43,43,193.596153803,42171,182.422043905
cost_matrix_component_nr_1500_size_55_cutoff_10.0.cm.dat,14680244505647459646,31,33,2.901459166,8855,2.672342868
cost_matrix_component_nr_630_size_102_cutoff_10.0.cm.dat,5300788934969433050,42,42,1105.728245692,943593,1070.382311144
cost_matrix_component_nr_111_size_78_cutoff_10.0.cm.dat,10499837099261638465,28,28,5.09756307,3107,4.913611559
cost_matrix_component_nr_421_size_111_cutoff_10.0.cm.dat,7042638611906686752,42,42,11.440113985,1941,10.546218946
p8_16000.dat,14278323801946701655,5,5,473.130204668,27759,461.129390285
cost_matrix_component_nr_115_size_79_cutoff_10.0.cm.dat,12812055858332045263,32,32,3.5538789939999997,1207,3.264943083
